"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"1224",5.431,1.053,2.396,2.856,1.289,1.649,2.189,1.849,2.088,1.191,1.128,1.279,0.9665,-195,18.81,0.2236,-0.2849,4.861,3.401,-1.631,3.616,-1.702,0.9277,-0.481,0.8538,-0.6822,0
"1225",7.137,1.025,2.819,3.28,1.474,1.791,2.433,2.325,2.621,1.301,1.144,1.476,0.878,-200.6,18.51,-0.3804,-0.5912,5.983,4.21,-1.378,4.145,-0.6861,1.426,-1.366,0.6621,-0.654,0
"1226",64.02,2.318,2.324,2.639,1.678,2.097,1.921,1.846,2.224,1.357,1.207,1.666,1.005,-187.7,18.77,0.136,-1.203,2.507,1.395,-0.9194,4.084,-2.032,0.4604,0.6132,-0.04722,-0.6029,1
"1227",5.503,1.242,2.063,2.313,1.407,1.364,1.732,1.682,1.582,1.19,1.141,1.236,0.8635,-231.6,19.89,2.296,1.629,3.965,3.588,-0.125,2.732,-1.106,-0.1356,-0.5104,0.5158,-0.6901,0
"1228",7.263,1.34,2.775,2.849,1.558,1.402,1.931,2.438,1.846,1.258,1.182,1.378,0.8751,-223,19.62,2.618,2.221,4.139,3.687,0.1203,1.85,-0.3644,0.0002279,-0.5124,1.038,-0.798,0
"1229",5.39,0.9188,2.132,2.466,1.369,1.469,1.852,1.839,1.668,1.322,1.197,1.26,0.8703,-173.5,19.67,1.264,0.796,5.369,3.973,-0.3319,3.746,-1.129,0.8065,-0.4515,0.5446,-0.9797,0
"1230",5.848,0.9448,2.172,2.672,1.254,1.628,2.051,1.743,1.951,1.238,1.117,1.299,0.8834,-173.9,18.54,-1.28,-1.734,5.302,3.003,-2.617,4.457,-1.9,1.632,-0.4014,0.2243,-0.5045,0
"1231",5.196,1.16,2.395,2.646,1.411,1.42,1.867,1.796,1.661,1.308,1.158,1.236,0.865,-231.3,19.1,1.371,0.9561,5.453,4.126,-0.5619,3.077,-0.2163,1.048,-1.053,0.6557,-0.6774,0
"1232",6.027,0.8763,2.633,3.251,1.356,1.878,2.612,1.899,2.711,1.233,1.154,1.473,0.8933,-195.1,19.18,0.542,-0.5476,4.037,2.242,-1.82,3.126,-1.807,0.7419,-0.1576,0.251,-0.02825,0
"1233",5.382,1.177,2.416,3.052,1.339,1.692,2.033,1.829,1.955,1.238,1.203,1.329,0.9192,-195.7,18.83,0.7845,-0.1703,4.894,3.264,-0.7106,3.047,-1.044,1.085,0.1834,1.039,-0.8504,0
"1234",8.293,1.315,2.06,2.297,1.963,2.655,1.516,2.155,2.277,1.274,1.6,1.511,1.048,-240.6,21.15,17.14,10.76,-6.341,-5.557,2.933,-2.123,5.131,1.883,1.186,-4.718,-0.1078,0
"1235",5.3,1.512,1.815,2.188,1.615,1.349,1.406,1.617,1.452,1.123,1.162,1.247,0.9359,-231.4,18.13,2,-0.5521,4.86,2.324,-0.07683,2.565,-0.1837,0.3034,-0.1307,0.2601,-0.389,0
"1236",8.513,1.336,3.218,3.434,1.454,1.453,2.259,2.603,2.079,1.326,1.136,1.269,0.825,-190.8,20.35,4.487,4.625,4.924,4.939,1.756,1.331,1.426,0.3452,-0.9275,0.989,-0.8649,0
"1237",8.183,1.331,2.364,2.474,1.802,1.815,1.643,1.92,1.735,1.261,1.222,1.416,0.9259,-189.8,18.69,-0.516,-1.822,2.976,1.515,-1.547,4.186,-2.452,0.6033,0.3067,0.04483,-0.4896,1
"1238",8.237,1.021,2.717,3.4,1.39,2.011,2.575,2.055,2.663,1.214,1.191,1.77,0.8759,-179.7,18.26,-1.667,-2.48,5.969,2.993,-3.39,4.449,-2.455,1.543,-1.325,-0.2944,-0.6615,0
"1239",6.52,1.117,2.763,3.135,1.346,1.514,2.213,2.314,2.087,1.343,1.176,1.262,0.8871,-200.3,20.06,2.879,2.669,5.126,4.298,0.8337,2.508,-0.3225,-0.01223,-0.7451,0.7354,-1.007,0
"1240",3.801,0.7342,1.601,2.088,1.284,1.489,1.774,1.525,1.87,1.121,1.053,1.438,0.9394,-169.6,18.98,-1.374,-2.931,4.557,1.595,-3.433,4.769,-3.633,0.907,-0.3617,-1.129,-0.6706,0
"1241",14.18,1.31,3.354,3.647,1.817,1.785,2.601,2.55,2.235,1.41,1.201,1.453,0.9915,-209.7,20.67,3.608,2.788,3.512,2.491,-0.5114,1.165,-0.3459,0.3435,-0.6047,-0.3453,-0.2918,0
"1242",19.31,2.162,2.88,3.114,1.904,1.342,1.963,1.995,1.8,1.327,1.11,1.199,0.8878,-223.1,18.09,2.765,1.197,3.168,2.382,0.6885,1.234,1.105,0.5387,0.09291,1.097,-0.9018,0
"1243",6.895,0.9177,2.818,3.471,1.39,1.898,2.694,2.048,2.856,1.223,1.093,1.574,0.8949,-194.3,19.05,0.2429,-0.8445,4.267,2.424,-1.881,3.363,-2.15,0.4238,-0.4323,0.1302,-0.2379,0
"1244",5.089,0.7507,2.05,2.715,1.316,1.748,2.185,1.701,2.36,1.165,1.07,1.671,0.9317,-184.9,18.61,-1.788,-3.288,4.851,2.073,-2.805,5.105,-4.386,0.0625,-0.2469,-0.4961,-1.187,0
"1245",6.591,0.9704,2.564,3.136,1.356,1.761,2.426,2.044,2.455,1.238,1.069,1.533,0.88,-179.1,18.63,-0.9259,-1.359,5.541,3.342,-2.52,4.238,-1.801,1.415,-0.9363,0.04599,-0.7452,0
"1246",8.802,1.085,1.618,1.716,1.457,1.65,1.511,1.361,1.438,1.139,1.087,1.278,0.9044,-171.1,19.67,0.5491,-1.257,2.193,0.5723,-1.508,3.864,-2.755,0.3128,0.7324,-0.8586,-0.3227,1
"1247",5.353,0.9242,2.031,2.309,1.386,1.471,1.949,1.746,1.909,1.184,1.174,1.3,0.8529,-192.2,18.56,-0.3064,-0.3685,5.666,4.18,-1.962,3.798,-0.964,1.53,-1.018,1.019,-0.817,0
"1248",6.188,1.155,2.277,2.304,1.575,1.45,1.744,2.008,1.599,1.208,1.204,1.3,0.8906,-185.2,20.39,3.901,3.638,4.142,3.682,0.4975,0.9958,0.3896,0.3551,-0.7672,0.5193,-0.8309,0
"1249",14.73,1.168,1.868,1.884,1.734,1.751,1.945,1.972,1.56,1.362,1.395,1.314,1.117,-216.3,23.93,21.54,15.11,-7.869,-6.396,5.207,-4.419,6.867,0.7268,0.9788,-6.371,0.0606,0
"1250",5.088,0.842,2.002,2.439,1.327,1.6,1.988,1.621,1.997,1.185,1.163,1.46,0.8861,-187.6,19.04,0.1858,-0.5478,4.714,3.199,-1.282,3.972,-1.673,0.7211,-0.6255,0.1854,-0.953,0
"1251",5.236,0.9356,2.124,2.528,1.295,1.561,2.017,1.623,1.972,1.147,1.086,1.326,0.9133,-161.1,18.66,-0.7486,-0.8293,5.929,3.901,-2.332,4.216,-0.9106,2.018,-1.151,0.5967,-0.4547,0
"1252",5.42,1.02,2.282,2.759,1.374,1.781,2.28,1.73,2.342,1.195,1.156,1.597,0.9554,-175.1,18.64,-0.6038,-1.089,4.631,3.072,-1.682,4.644,-1.48,1.24,-0.7303,-0.2657,-0.9848,0
"1253",6.576,1.343,2.892,3.141,1.337,1.486,2.178,2.44,2.004,1.365,1.151,1.345,0.9727,-209,18.96,0.539,-0.05204,4.463,3.731,-0.341,4.141,-1.675,-0.05871,-0.7374,0.3933,-0.9359,0
"1254",7.475,1.011,3.173,3.62,1.369,1.892,2.876,2.38,2.858,1.258,1.128,1.392,0.8813,-218.5,19.13,2.036,1.948,4.071,3.9,0.9085,3.278,0.4713,0.5968,-0.4269,0.4688,-0.8842,0
"1255",8.84,1.528,3.44,3.886,1.428,1.657,2.448,2.726,2.259,1.353,1.242,1.234,0.8641,-203.4,19.29,3.212,3.343,5.448,5.04,0.9633,1.567,1.425,0.7708,-0.9421,1.523,-0.887,0
"1256",8.418,1.331,1.899,1.975,1.567,1.816,1.457,1.553,1.509,1.224,1.11,1.51,0.9474,-209.6,18.87,-0.2536,-1.99,2.218,0.6895,-1.517,4.097,-2.666,0.5358,0.644,-0.44,-0.3513,1
"1257",10.55,1.507,2.927,3.303,1.742,1.884,2.162,2.214,1.94,1.272,1.216,1.406,0.9535,-228.7,19.42,1.323,-0.01402,3.517,2.175,-1.387,2.938,-1.893,0.09729,-0.1367,-0.2552,-0.498,0
"1258",5.427,0.8991,2.032,2.545,1.435,1.729,2.099,1.533,2.131,1.183,1.136,1.514,0.878,-188.5,18.82,-0.2886,-1.127,4.828,2.951,-1.848,3.934,-2.037,0.8307,-0.5741,0.3087,-0.7448,0
"1259",4.648,0.9206,2.093,2.513,1.342,1.637,2.092,1.588,2.127,1.241,1.159,1.35,0.9245,-188.3,18.89,-0.6883,-1.266,4.399,2.745,-1.364,5.091,-1.741,1.343,-0.2079,-0.2493,-0.9582,0
"1260",14.25,1.977,3.838,3.627,2.97,2.354,2.456,2.731,1.989,1.465,1.524,1.68,0.9666,-197.3,21.09,7.537,7.674,4.228,4.836,3.271,-1.193,2.981,-0.4123,-1.203,0.7225,-0.7018,0
"1261",5.113,0.9485,2.104,2.518,1.278,1.573,1.885,1.698,1.877,1.149,1.055,1.321,0.9721,-161.4,18.72,-0.3358,-0.7914,5.542,3.592,-2.239,4.221,-1.064,2.289,-0.6982,0.6985,-0.4781,0
"1262",7.325,1.201,2.349,2.378,1.428,1.242,1.814,1.919,1.656,1.22,1.166,1.212,0.8762,-186.9,20.6,5.203,5.248,4.409,4.422,1.566,0.0582,1.419,0.02406,-0.9683,1.05,-0.6933,0
"1263",8.537,1.647,3.056,3.257,1.606,1.756,1.85,2.334,1.847,1.369,1.205,1.487,0.9453,-187.5,19.37,0.8904,-0.3683,2.691,1.465,-1.076,3.199,-1.981,0.3562,0.3101,-0.09976,-0.461,1
"1264",4.772,0.8432,1.982,2.372,1.376,1.541,1.883,1.625,1.863,1.128,1.107,1.397,0.9226,-180,19.2,-0.6973,-1.946,4.971,2.377,-2.779,4.444,-3.067,0.9047,-0.5117,-0.5256,-0.6897,0
"1265",6.098,0.8853,2.212,2.756,1.309,1.71,2.1,1.743,2,1.231,1.116,1.516,0.95,-160,18.86,-1.446,-2.74,4.982,2.463,-2.466,5.25,-3.251,1.129,-0.1848,-0.02656,-0.6674,0
"1266",7.195,1.086,2.58,2.859,1.54,1.484,1.806,2.366,1.746,1.314,1.168,1.223,0.9305,-193.2,19.01,0.1121,-0.7604,4.961,3.077,-1.553,4.134,-1.429,1.348,-0.5008,0.271,-0.5564,0
"1267",8.211,0.9781,2.348,2.791,1.416,1.777,2.204,1.947,2.291,1.183,1.14,1.464,0.8937,-182,18.71,-0.9124,-1.565,4.248,2.512,-1.791,4.801,-2.322,0.7734,-0.6546,-0.5204,-0.912,0
"1268",6.222,1.435,1.644,1.876,1.785,1.399,1.404,1.472,1.484,1.224,1.106,1.228,0.864,-228.1,17.93,0.296,-1.789,3.769,1.017,-1.518,3.156,-0.9433,1.018,-0.1898,-0.8733,-0.4523,0
"1269",7.453,1.326,2.772,2.84,1.555,1.577,1.844,2.4,1.607,1.336,1.143,1.239,0.8996,-222,20.48,4.716,4.231,4.546,4.017,0.8934,0.7344,0.5312,0.144,-0.8483,0.5208,-0.8489,0
"1270",6.633,1.106,2.424,2.628,1.399,1.413,1.939,2.117,1.822,1.252,1.062,1.249,0.8656,-191.4,19.69,1.676,1.803,5.856,4.76,-0.1076,2.876,-0.4335,0.6842,-1.106,0.9496,-0.8381,0
"1271",4.967,0.9031,2.066,2.497,1.393,1.616,2.043,1.625,1.832,1.271,1.181,1.321,0.9183,-171.4,18.83,-1.08,-2.07,4.894,2.959,-1.949,5.686,-2.112,1.345,-0.4261,-0.3183,-0.818,0
"1272",120.5,4.278,2.304,2.367,1.863,2.129,1.674,1.818,1.919,1.306,1.243,1.729,0.9995,-208.9,18.25,-0.04729,-1.319,2.824,1.462,-1.291,3.917,-2.079,0.6034,0.3687,-0.05556,-0.5646,1
"1273",10.96,1.907,3.67,3.355,2.261,1.989,1.855,3.004,1.668,1.444,1.338,1.532,1.057,-197.6,20.36,4.494,4.503,4.577,4.289,1.059,0.6718,0.9488,0.2649,-0.9835,0.7564,-0.8843,0
"1274",4.166,0.6935,1.735,2.232,1.222,1.586,1.9,1.502,1.964,1.127,1.075,1.428,0.8962,-163.4,19.22,-0.9193,-2.518,4.074,1.651,-2.589,5.397,-2.463,1.571,-0.05926,-1.367,-0.988,0
"1275",6.556,1.182,2.757,3.138,1.328,1.61,2.334,2.11,2.186,1.244,1.125,1.307,0.91,-197.8,18.71,-0.2205,-0.4815,4.584,3.368,-1.221,4.281,-1.064,1.2,-0.9686,-0.08728,-1.065,0
"1276",7.391,1.033,3.127,3.621,1.372,1.842,2.786,2.496,2.914,1.278,1.092,1.562,0.8623,-210.7,18.38,0.4757,0.5736,6.088,4.759,-1.015,3.35,0.2869,1.509,-0.9516,1.015,-0.8788,0
"1277",4.525,0.8861,2.06,2.466,1.362,1.721,1.949,1.616,2.028,1.257,1.133,1.299,0.8709,-179,18.52,-1.206,-2.016,5.295,3.533,-2.083,5.373,-2.096,1.236,-0.6135,0.3941,-0.6081,0
"1278",10.99,2.342,2.054,2.16,2.046,2.412,2.911,1.977,1.581,1.829,1.689,1.849,1.045,-244.5,18.19,9.742,4.862,1.055,-1.681,-2.15,-0.9509,5.146,4.8,-3.023,-4.435,1.096,0
"1279",9.575,1.747,3.642,3.652,1.733,1.488,2.019,3.011,1.859,1.388,1.238,1.326,0.9409,-203.7,20.15,4.372,4.537,4.626,4.542,1.304,0.7367,1.398,0.3448,-0.9434,1.027,-0.8689,0
"1280",30.82,1.592,2.152,2.222,1.634,1.763,1.593,1.801,1.667,1.34,1.198,1.474,0.9083,-186.4,18.98,-0.1135,-1.662,2.426,1.023,-1.417,4.103,-2.589,0.4259,0.6631,-0.2082,-0.3933,1
"1281",7.022,1.367,2.885,3.115,1.376,1.475,2.091,2.365,2.166,1.358,1.2,1.348,0.8887,-208.2,19.22,1.969,1.475,4.344,4.148,0.5936,3.124,-0.4964,-0.08903,-0.5315,1.165,-0.7442,0
"1282",7.588,1.044,2.993,3.442,1.359,1.594,2.381,2.472,2.163,1.357,1.193,1.239,0.8537,-201.7,18.52,-0.5992,-0.6622,6.457,4.467,-1.512,4.599,-0.7377,1.951,-1.399,0.7616,-0.6263,0
"1283",7.384,1.281,3.12,3.759,1.412,1.983,2.626,2.355,2.735,1.295,1.205,1.527,0.8995,-192.4,18.77,0.3828,-0.4317,4.822,3.786,-0.4794,4.28,-1.35,0.1362,-0.8986,0.4918,-0.6737,0
"1284",5.44,1.275,2.228,2.558,1.733,2.102,1.859,1.783,2.22,1.333,1.251,1.651,1.04,-189.4,18.7,-0.1982,-1.589,2.513,1.244,-1.282,4.004,-2.212,0.5394,0.5521,-0.04055,-0.5598,1
"1285",4.713,0.6152,1.175,1.215,1.256,1.202,1.194,1.302,1.04,1.148,1.088,1.08,0.8918,-152.1,18.74,-2.816,-5.121,4.479,0.7338,-4.081,6.673,-4.388,1.638,0.5827,-1.771,-0.8233,0
"1286",7.658,0.9507,3.192,3.734,1.324,2.023,3.093,2.286,3.051,1.29,1.109,1.548,0.8722,-199.5,19.1,0.6036,0.345,5.398,4.032,-0.9282,3.654,-0.8374,1.07,-0.8034,0.5862,-0.9518,0
"1287",7.534,1.044,3.114,3.634,1.358,1.822,2.805,2.467,2.857,1.361,1.088,1.491,0.9155,-211.6,18.28,0.8417,0.5696,6.055,4.745,-1.007,3.243,0.5538,1.808,-1.368,1.011,-0.625,0
"1288",7.289,1.453,3.144,3.536,1.352,1.573,2.199,2.458,1.939,1.441,1.25,1.292,0.8968,-228.4,19.53,2.72,2.036,4.363,3.278,0.1832,1.948,-0.01215,0.489,-0.4328,0.4965,-0.4246,0
"1289",54.58,1.81,2.855,3.218,1.931,2.155,2.322,2.165,2.28,1.353,1.283,1.568,0.9426,-207.6,18.75,0.6399,-0.4715,3.233,2.145,-0.5975,3.467,-1.388,0.506,0.2355,0.3635,-0.6727,1
"1290",6.66,1.072,2.684,2.93,1.37,1.434,1.767,2.309,1.816,1.394,1.211,1.22,0.8726,-224.3,19.81,2.82,2.517,5.291,3.804,0.8682,2.247,-0.362,0.4031,-0.3923,1.031,-0.6644,0
"1291",5.585,1.007,2.348,2.709,1.298,1.535,1.979,1.871,2.009,1.225,1.115,1.342,0.8888,-177.9,18.49,-0.7295,-1.286,4.98,3.066,-2.035,4.076,-1.637,1.375,-1.126,0.1805,-0.7503,0
"1292",6.999,1.113,2.952,3.324,1.298,1.546,2.305,2.462,2.24,1.244,1.106,1.306,0.8427,-202.3,19.44,2.576,2.758,5.837,5.009,0.2796,2.092,0.478,0.7352,-1.351,1.053,-0.9675,0
"1293",8.132,1.456,2.82,2.624,1.799,1.684,1.763,2.433,1.689,1.267,1.206,1.4,1.002,-185.9,20.23,3.681,3.612,4.295,3.926,0.4379,1.279,0.4136,0.3177,-0.8607,0.5004,-1.031,0
"1294",6.836,1.067,2.753,3.128,1.457,1.613,2.266,2.293,2.203,1.336,1.203,1.368,0.92,-194.4,18.76,-0.2071,-0.5352,5.032,3.843,-1.2,4.278,-1.268,0.8602,-0.9455,0.5913,-0.9113,0
"1295",6.237,0.9081,2.615,3.117,1.343,1.88,2.692,1.779,2.724,1.126,1.081,1.437,0.7852,-221.1,19.04,1.08,0.7841,4.812,3.885,-0.3536,3.232,-0.9693,0.1878,-0.6616,0.8791,-0.9356,0
"1296",5.218,0.9282,2.256,2.657,1.351,1.607,2.129,1.809,2.072,1.201,1.16,1.293,0.9333,-187.4,19.1,-0.2801,-0.8852,4.464,2.961,-1.15,4.938,-1.312,1.489,-0.3067,-0.2204,-0.988,0
"1297",5.751,1.006,2.412,2.906,1.293,1.578,2.114,1.93,2.063,1.2,1.129,1.327,0.8904,-172.3,18.85,-0.3937,-0.86,5.177,3.297,-2.072,3.957,-1.477,1.353,-0.5004,0.3211,-0.8066,0
"1298",256.4,7.979,1.909,1.919,1.694,1.827,1.504,1.59,1.778,1.159,1.118,2.035,1.328,-312.1,15.86,0.3542,-1.258,2.15,0.782,-1.009,3.446,-2.079,0.4026,0.5065,-0.8653,-0.7769,1
"1299",6.294,1.379,2.382,2.57,1.686,1.864,1.68,1.979,1.784,1.329,1.24,1.438,0.9441,-205,18.48,-0.483,-1.825,2.858,1.504,-1.308,4.209,-2.135,0.7032,0.5248,0.1858,-0.513,1
"1300",4.26,0.7256,1.692,2.283,1.295,1.607,1.817,1.597,1.904,1.149,1.161,1.45,0.9104,-169.3,19.05,-1.17,-2.713,4.46,1.672,-3.115,4.759,-3.397,0.9558,-0.2996,-1.007,-0.7067,0
"1301",8.29,1.587,2.997,2.951,1.931,1.818,1.784,2.525,1.684,1.306,1.214,1.502,0.9778,-198.3,20.96,5.437,5.074,3.869,3.616,1.568,0.05565,0.4333,-0.6178,-0.4361,0.7434,-0.6217,0
"1302",4.582,0.7722,1.567,2.008,1.239,1.5,1.64,1.505,1.635,1.163,1.058,1.351,0.8509,-199.5,18.35,-2.014,-3.086,5.62,2.44,-3.369,5.431,-2.768,1.716,-1.44,-1.245,-0.615,0
"1303",5.391,1.074,2.303,2.589,1.316,1.393,1.837,2.071,1.758,1.252,1.13,1.252,0.8434,-202.5,19.4,1.261,0.8299,5.034,3.769,-0.6324,3.526,-0.6068,0.9558,-1.011,0.103,-0.8905,0
"1304",6.593,0.991,2.549,3.146,1.3,1.721,2.303,1.949,2.05,1.287,1.266,1.27,0.9231,-171.5,19.27,0.5109,-0.4023,4.818,3.057,-1.109,4.26,-1.562,1.309,0.02491,0.246,-1.133,0
"1305",7.68,1.208,3.094,3.659,1.33,1.833,2.626,2.226,2.54,1.284,1.146,1.457,0.9067,-206.4,18.73,0.9447,0.3505,5.018,3.76,-0.1368,3.549,-0.5963,0.7497,-0.4893,0.8637,-1.112,0
"1306",8.354,1.629,3.838,4.2,1.414,1.574,2.536,3.014,2.14,1.658,1.333,1.363,0.8597,-190.9,19.13,1.7,1.795,5.282,4.377,-0.1691,2.517,0.0233,0.8757,-0.8559,1.175,-0.8118,0
"1307",7.963,1.607,2.7,2.802,1.866,2.003,1.969,2.042,2.045,1.304,1.325,1.663,0.9796,-197,18.66,-0.04156,-1.263,2.92,1.657,-1.184,3.658,-1.974,0.5106,0.2366,0.2171,-0.5614,1
"1308",6.023,1.19,2.477,2.855,1.382,1.612,1.979,1.955,1.9,1.277,1.143,1.368,0.852,-202,19.34,0.8637,-0.04547,4.455,2.265,-1.841,2.812,-1.13,1.482,-0.6422,-0.2106,-0.6324,0
"1309",6.321,1.181,2.559,2.867,1.363,1.467,1.961,2.003,1.827,1.19,1.134,1.296,0.8574,-185.9,19.92,2.57,2.344,4.672,3.905,0.1889,2.351,0.00185,0.6863,-0.7157,0.6665,-0.8084,0
"1310",5.397,0.9857,2.385,2.932,1.329,1.848,2.312,1.782,2.214,1.221,1.142,1.399,0.9103,-183.1,18.56,-0.4991,-0.8372,5.414,3.746,-1.754,4.27,-0.8618,1.734,-1.03,0.6775,-0.5444,0
"1311",6.334,1.244,2.753,3.378,1.289,1.681,2.201,2.06,2.089,1.276,1.128,1.316,0.9379,-194,19.14,1.668,0.9703,5.097,3.7,-0.3204,2.458,-0.573,0.8877,-0.2345,1.041,-0.8605,0
"1312",6.397,1.389,2.653,2.897,1.368,1.57,2.062,2.296,2.042,1.418,1.153,1.373,0.8815,-208.5,19.19,1.888,1.471,4.375,4.265,0.3853,3.427,-0.1376,0.000354,-0.871,0.713,-0.8041,0
"1313",12.86,1.892,2.644,2.779,2.004,1.246,1.817,1.938,1.61,1.174,1.1,1.163,0.7963,-224.5,19.22,3.361,1.993,3.987,2.991,0.6199,1.277,0.5555,0.1187,-0.642,0.8456,-0.6177,0
"1314",8.442,1.328,3.166,3.264,1.541,1.422,2.27,2.558,2.083,1.319,1.143,1.284,0.8779,-187,20.75,5.656,5.841,4.632,4.943,2.289,0.3786,1.966,0.07047,-1.01,0.9302,-0.8217,0
"1315",15.63,1.679,2.927,2.668,3.009,2.315,2.281,2.044,1.887,1.487,1.619,1.594,0.8589,-186,21.95,9.263,9.341,3.533,4.469,3.925,-2.565,3.082,-1.046,-1.02,0.5942,-0.5234,0
"1316",7.228,1.238,2.655,2.711,1.495,1.411,1.998,2.181,1.803,1.217,1.164,1.305,0.8164,-219.8,20.04,3.666,3.498,4.368,4.329,0.8054,1.646,0.468,0.04953,-0.8806,0.9315,-0.7401,0
"1317",5.641,1.027,2.412,2.84,1.356,1.596,2.075,1.884,2.067,1.268,1.099,1.268,0.9579,-193.6,19.02,0.6282,0.1956,4.998,3.679,-1.256,3.4,-1.503,0.7832,-0.6194,0.9093,-0.9021,0
"1318",6.524,1.176,2.364,2.579,1.441,1.373,1.92,2.08,1.914,1.33,1.257,1.259,0.8735,-224.3,19.65,2.078,1.899,5.005,4.464,0.3795,3.052,-0.5829,0.08563,-0.6486,1.095,-1.031,0
"1319",9.094,1.64,3.481,3.364,1.733,1.58,1.928,2.958,1.663,1.52,1.198,1.342,0.9322,-200.9,20.16,3.69,3.812,5.139,4.552,0.6064,1.19,0.5421,0.3938,-1.24,0.841,-0.8403,0
"1320",13.46,1.74,3.615,3.424,2.507,2.152,2.327,2.622,1.911,1.458,1.358,1.538,0.921,-198,21.45,7.185,6.996,3.512,4.069,2.801,-0.7499,2.114,-0.4464,-0.6315,0.4812,-0.7028,0
"1321",10.38,1.516,3.935,4.099,1.58,1.521,2.844,2.845,2.737,1.262,1.166,1.257,0.7626,-225.8,19.73,4.453,4.209,4.244,4.787,2.022,1.208,1.246,-0.4287,-0.7204,1.335,-0.8992,0
"1322",4.363,0.7135,1.258,1.317,1.382,1.272,1.287,1.323,1.093,1.168,1.129,1.106,0.8587,-187.3,18.73,-2.208,-4.037,4.838,1.516,-3.604,5.86,-4.009,1.277,-0.01245,-1.081,-0.429,0
"1323",5.993,1.26,2.452,2.689,1.482,1.506,1.952,2.098,1.797,1.253,1.188,1.389,0.8307,-199.7,19.41,1.994,1.656,4.588,3.871,-0.06033,2.589,-0.2226,0.7305,-0.7227,0.6607,-1.366,0
"1324",7.199,1.223,2.911,3.371,1.371,1.626,2.409,2.315,2.309,1.286,1.117,1.365,0.9092,-234.6,18.52,0.6511,0.04085,5.188,4.07,-0.5851,3.932,-1.364,0.2685,-0.3201,1.045,-0.9833,0
"1325",7.752,1.486,2.81,2.835,1.687,1.665,1.728,2.494,1.673,1.268,1.136,1.38,0.9682,-202.3,20.3,3.875,3.855,4.795,4.096,0.3208,0.8686,0.5364,0.2888,-0.9898,0.5063,-0.7564,0
"1326",6.708,1.053,2.58,2.986,1.412,1.56,2.097,2.052,2.176,1.333,1.18,1.387,0.9106,-179.5,18.86,-0.425,-1.251,4.619,2.986,-1.684,4.437,-1.752,1.067,-0.4848,0.2444,-0.7752,0
"1327",6.527,1.028,2.579,3.132,1.436,1.766,2.319,2.034,2.33,1.257,1.18,1.395,0.9244,-178.7,18.57,-0.7026,-1.357,5.308,3.2,-2.347,4.222,-2.185,1.309,-0.488,0.5022,-0.8975,0
"1328",5.169,0.9212,2.18,2.675,1.349,1.646,2.031,1.645,2.129,1.162,1.109,1.473,0.8622,-186.3,18.67,-0.5212,-1.239,5.384,3.677,-1.497,4.45,-1.855,0.9055,-0.8817,0.6984,-0.7155,0
"1329",13.4,1.527,3.052,3.246,1.694,1.503,2.122,2.529,1.924,1.4,1.23,1.338,0.9468,-219.9,20.18,2.997,2.195,3.775,2.94,-0.4714,1.845,-0.4335,0.4986,-0.3592,0.05788,-0.8523,0
"1330",9.631,1.407,3.531,3.549,1.764,1.459,2.555,2.698,2.327,1.321,1.136,1.253,0.8601,-221.2,20.19,5.938,5.908,4.132,4.796,2.452,-0.1195,2.448,0.01276,-0.6166,1.4,-0.9206,0
"1331",7.141,1.228,3.011,3.356,1.398,1.644,2.278,2.412,2.187,1.353,1.184,1.348,0.942,-181.6,18.85,0.2196,0.09764,5.105,4.174,-0.6606,4.487,-0.5095,1.225,-0.687,0.6566,-0.7715,0
"1332",6.359,1.164,2.841,3.447,1.322,1.863,2.502,2.277,2.545,1.293,1.219,1.445,0.8748,-200.4,18.82,1.179,1.084,5.224,4.198,-0.0683,3.404,0.06003,0.8901,-1.419,0.1847,-0.9774,0
"1333",5.169,0.9108,2.113,2.527,1.26,1.513,1.913,1.758,1.801,1.255,1.144,1.331,0.8896,-169.8,18.65,-1.304,-2.008,6.001,3.477,-2.827,4.943,-2.324,1.82,-0.7111,0.2932,-0.7683,0
"1334",7.17,1.246,2.705,2.943,1.508,1.474,2.039,2.279,1.962,1.306,1.17,1.293,0.8974,-206.6,19.53,1.955,1.821,4.712,3.96,0.01449,2.472,-0.3329,0.4735,-0.7385,0.9418,-0.9132,0
"1335",4.545,0.8131,1.674,2.065,1.233,1.458,1.673,1.432,1.678,1.124,1.047,1.349,0.8766,-199.8,18.35,-2.032,-3.301,5.943,2.768,-3.202,5.314,-3.334,1.323,-1.374,-0.5819,-0.5871,0
